Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2018;756434;763708
02-12-2018;716349;744128
03-12-2018;749894;781330
04-12-2018;752142;784459
05-12-2018;752012;774113
06-12-2018;758261;769978
07-12-2018;758201;769391
08-12-2018;736574;738044
09-12-2018;727692;730476
10-12-2018;768295;761971
11-12-2018;768745;760652
12-12-2018;759655;760153
13-12-2018;756135;761406
14-12-2018;761848;767524
15-12-2018;747664;737961
16-12-2018;745141;745834
17-12-2018;797177;810611
18-12-2018;805286;816224
19-12-2018;809710;807597
20-12-2018;812431;810239
21-12-2018;814694;811451
22-12-2018;775927;768631
23-12-2018;746262;750412
24-12-2018;770457;788913
25-12-2018;765702;789375
26-12-2018;746363;785118
27-12-2018;740951;783511
28-12-2018;713665;776404
29-12-2018;692438;750088
30-12-2018;677432;718244
