Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2015;199393;193284
01-06-2015;210789;200902
02-06-2015;207064;206339
03-06-2015;210268;208082
04-06-2015;214717;211634
05-06-2015;210302;210022
06-06-2015;197345;199701
07-06-2015;189356;191029
08-06-2015;202900;202382
09-06-2015;200909;206975
10-06-2015;207840;214014
11-06-2015;212324;213605
12-06-2015;203131;204485
13-06-2015;206946;205721
14-06-2015;210112;205604
15-06-2015;219299;216121
16-06-2015;213988;214041
17-06-2015;213888;216189
18-06-2015;212749;218905
19-06-2015;219514;226021
20-06-2015;207905;218381
21-06-2015;206635;211665
22-06-2015;222622;223552
23-06-2015;222519;225398
24-06-2015;226655;229224
25-06-2015;225247;226711
26-06-2015;231964;226293
27-06-2015;219253;215715
28-06-2015;212715;209900
29-06-2015;214645;213900
