Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2011;205552;202495
01-09-2011;203430;200622
02-09-2011;195753;200024
03-09-2011;181493;192753
04-09-2011;177092;186824
05-09-2011;192380;195372
06-09-2011;192551;194822
07-09-2011;192814;194703
08-09-2011;197365;196080
09-09-2011;198148;198235
10-09-2011;189117;189047
11-09-2011;186083;185362
12-09-2011;198416;197051
13-09-2011;199103;197820
14-09-2011;202577;198057
15-09-2011;200540;199059
16-09-2011;199077;200353
17-09-2011;191243;189715
18-09-2011;186949;185499
19-09-2011;201265;194974
20-09-2011;203725;196007
21-09-2011;200828;197166
22-09-2011;202831;197099
23-09-2011;206023;200163
24-09-2011;189270;192556
25-09-2011;185798;188070
26-09-2011;202426;197948
27-09-2011;207758;200541
28-09-2011;211088;200811
29-09-2011;210856;202445
