Дата;Генерация, МВт*ч;Потребление, МВт*ч
30-01-2012;838516;773383
31-01-2012;845301;788556
01-02-2012;881562;800885
02-02-2012;889268;806369
03-02-2012;897340;809175
04-02-2012;859989;764350
05-02-2012;827125;737074
06-02-2012;869202;784804
07-02-2012;871231;790812
08-02-2012;873972;795679
09-02-2012;879747;798906
10-02-2012;890348;796636
11-02-2012;856742;756557
12-02-2012;838506;745750
13-02-2012;891178;812888
14-02-2012;881567;804086
15-02-2012;857495;773312
16-02-2012;848763;765658
17-02-2012;837229;758487
18-02-2012;800922;720484
19-02-2012;776739;707931
20-02-2012;835100;762228
21-02-2012;817761;751020
22-02-2012;789984;732174
23-02-2012;735933;670271
24-02-2012;753034;696527
25-02-2012;739440;661527
26-02-2012;706531;646972
27-02-2012;754753;698365
28-02-2012;761618;703289
