Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2015;2452915;2410784
02-05-2015;2449992;2399832
03-05-2015;2447958;2399208
04-05-2015;2499658;2442008
05-05-2015;2559202;2514743
06-05-2015;2561051;2518582
07-05-2015;2572484;2528580
08-05-2015;2545947;2504377
09-05-2015;2410893;2367135
10-05-2015;2401899;2365379
11-05-2015;2454010;2410149
12-05-2015;2543884;2503248
13-05-2015;2533589;2495418
14-05-2015;2523090;2486591
15-05-2015;2529254;2491186
16-05-2015;2464256;2428533
17-05-2015;2439757;2403569
18-05-2015;2564697;2526152
19-05-2015;2572925;2536702
20-05-2015;2529884;2488302
21-05-2015;2514605;2471684
22-05-2015;2495195;2462458
23-05-2015;2399602;2365132
24-05-2015;2372214;2336627
25-05-2015;2479193;2440347
26-05-2015;2480683;2444042
27-05-2015;2489316;2450354
28-05-2015;2486437;2450811
29-05-2015;2486076;2446870
30-05-2015;2383881;2342468
